"Year","PaperId","Question","Issue"
"2021","2021-新高考II卷","18","原卷中三角形面积公式中的$\sin B$在解析版中改为$\sin C$，但根据题干条件$2\sin C=3\sin A$，应使用$\sin C$计算面积，解析版中使用了$\sin B$，存在矛盾。根据正弦定理，$2c=3a$，解得$a=4$，然后使用余弦定理求$\cos C$，再求$\sin C$，面积应为$\frac{1}{2}ab\sin C$，但解析版中写为$\frac{1}{2}ab\sin B$，可能是笔误。此处按照解析版计算，但面积结果一致，因为$\sin B$与$\sin C$可能相等？实际计算中$\sin B=\frac{3\sqrt{7}}{8}$，$\sin C$也是$\frac{3\sqrt{7}}{8}$，巧合？需要确认。题目中$b=a+1=5,c=a+2=6$，用余弦定理得$\cos C=1/8$，$\sin C=3\sqrt{7}/8$；$\cos B=(a^2+c^2-b^2)/(2ac)=1/2$，$\sin B=\sqrt{3}/2$，并不相等。因此解析版中面积计算使用了$\sin B$是错误的，应使用$\sin C$。但答案数值相同？不可能。重新检查：$b=5,a=4,c=6$，$\cos B=(16+36-25)/(2*4*6)=27/48=9/16$，$\sin B=\sqrt{1-81/256}=\sqrt{175}/16=5\sqrt{7}/16$，$S=1/2*4*5*5\sqrt{7}/16=25\sqrt{7}/8$，不是$15\sqrt{7}/4$。因此解析版中答案$15\sqrt{7}/4$来自$1/2*4*5*3\sqrt{7}/8=15\sqrt{7}/4$，使用$\sin C=3\sqrt{7}/8$。所以解析版中写$\sin B$是笔误，实际上计算用了$\sin C$。此处按正确内容输出，即使用$\sin C$。"
"2021","2021-新高考II卷","10","题图未能自动匹配：原卷第 5 页，解析版图(1)、(2)、(3)、(4)"
"2021","2021-新高考II卷","10","题图未能自动匹配：原卷第 5 页，解析版图(1)、(2)、(3)、(4)"
"2021","2021-新高考II卷","10","题图未能自动匹配：原卷第 5 页，解析版图(1)、(2)、(3)、(4)"
"2021","2021-新高考I卷","15","原卷中函数表达式为 $f(x)=2x-1-2\ln x$, 但题干有绝对值符号? 原卷显示 $f(x)=2x-1-2\ln x$, 解析版中为 $f(x)=|2x-1|-2\ln x$, 根据解析版修正为带绝对值."
"2021","2021-新高考I卷","16","原卷中面积和公式 $\sum_{k=1}^n S_k$ 的表达式在解析版中为 $720 - \frac{15(n+3)}{2^{n-4}}$, 原卷未直接给出, 按解析版写入."
"2021","2021-新高考I卷","20","原卷页面4有图, 但文本层无描述, 根据解析版补充描述."
"2021","2021-新高考I卷","21","原卷中 $|MF_1|-|MF_2|=2$, 解析版一致, 确认无误."
"2021","2021-浙江卷","1","原卷中集合符号显示为乱码, 已根据解析版修正."
"2021","2021-浙江卷","4","三视图图片缺失, 答案根据解析版得出."
"2021","2021-浙江卷","6","原卷中选项C的平面符号显示为乱码, 已根据解析版修正."
"2021","2021-浙江卷","7","函数图象缺失, 答案根据解析版得出."
"2021","2021-浙江卷","10","解析版中递推公式为 $a_{n+1} = \frac{a_n}{1+\sqrt{a_n}}$, 原卷显示 $a_{n+1}=\frac{a_n}{1+a_n}$, 已采用解析版."
"2021","2021-浙江卷","11","原卷中 $\frac{S_1}{S_2}$ 分母误写为 $S_1$, 已根据解析版修正."
"2021","2021-浙江卷","22","第(3)问证明过程简要, 需验证细节."
"2022","2022-北京卷","7","原卷PAGE 1和PAGE 2之间存在图片，解析版中无图片，保留原卷中的图，asset中描述。原卷PAGE 1页脚有水印“学科网（北京）股份有限公司”，已删除。"
"2022","2022-北京卷","14","原卷中题目为“若 f(x) 存在最小值，则 a 的一个取值为________；a 的最大值为___________。” 解析版中答案第一个空为0，第二个空为1，但原卷中可能有多种可能，此处采用解析版答案。"
"2022","2022-北京卷","19","解析版中第（2）问答案k=-4，原卷中计算步骤有误，但最终答案一致。"
"2022","2022-北京卷","7","题图未能自动匹配：原卷第 1 页，题目中提到的描述二氧化碳状态与T和lgP关系的图，原卷PAGE 1"
"2022","2022-全国甲卷-理科","2","原卷中图缺失，解析版中图被省略，仅根据文字描述理解，可能需要人工核实图表数据."
"2022","2022-全国甲卷-理科","4","原卷中三视图图片被省略，解析版中有补图，但原卷 PAGE 2 图片描述仅为'空白'，故 asset 中 source_page 引用原卷 PAGE 2，description 写为'多面体的三视图'."
"2022","2022-全国甲卷-理科","5","原卷中函数图象选择题的四个选项图未提供，解析版中仅描述答案，asset 中 description 写为'函数图象选择题：四个选项图'."
"2022","2022-全国甲卷-理科","8","原卷中会圆术示意图缺失，解析版中有描述，asset 中 description 写为'会圆术示意图'."
"2022","2022-全国甲卷-理科","16","解析版中提供了多种解法，原卷中仅有一种，整理时以原卷为基础但补充了常见解法，注意原卷仅给出答案."
"2022","2022-全国甲卷-理科","18","原卷中四棱锥示意图缺失，解析版中有描述，asset 中 description 写为'四棱锥 P-ABCD 的示意图'."
"2022","2022-全国甲卷-理科","23","第(2)问解析中权方和不等式的应用需要仔细核对，原卷中未提供详细推导，解析版中使用了权方和不等式，但具体形式可能需要确认是否标准."
"2022","2022-全国甲卷-文科","2","原卷折线图未提取文本，解析版未提供详细分析，答案取自解析版答案列表"
"2022","2022-全国甲卷-文科","4","原卷三视图图片未提取文本，解析版未提供详细分析，答案取自解析版答案列表"
"2022","2022-全国甲卷-文科","7","原卷函数图像选项未提取具体表达式，答案取自解析版答案列表"
"2022","2022-全国甲卷-文科","14","原卷中圆方程符号不清晰，根据解析版答案修正"
"2022","2022-全国甲卷-文科","15","原卷中条件写为""直线y=2x与C无公共点""，解析版答案给出一个值2，并注明范围"
"2022","2022-全国甲卷-文科","16","原卷中""AC/AB""解析版答案给出""√3-1"""
"2022","2022-全国甲卷-文科","17","原卷列联表数字清晰，解析版答案给出概率分数"
"2022","2022-全国甲卷-文科","19","原卷立体图未提取文本，解析版给出了详细证明步骤的核心部分"
"2022","2022-全国甲卷-文科","21","原卷方程最后写为""C的方程：""，解析版答案给出y^2=4x；第二问倾斜角条件清晰"
"2022","2022-全国甲卷-文科","22","原卷参数方程格式有误（分数形式），根据解析版修复为正确形式"
"2022","2022-全国甲卷-文科","4","题图未能自动匹配：原卷第 1 页，多面体三视图"
"2022","2022-全国甲卷-文科","4","题图未能自动匹配：原卷第 1 页，多面体三视图"
"2022","2022-全国甲卷-文科","4","题图未能自动匹配：原卷第 1 页，多面体三视图"
"2022","2022-全国乙卷-理科","14","原卷中括号与数字之间可能有空格，但答案已补全"
"2022","2022-全国乙卷-理科","22","解析答案中m的范围与标准答案不一致，原解析中计算有误，此处保留原解析的结果"
"2022","2022-全国乙卷-文科","16","原卷中函数表达式为 $f(x)=\ln a+\frac{1}{1-x}+b$, 但根据解析，绝对值符号可能是遗漏，但按照原卷文本未加绝对值。"
"2022","2022-上海卷","11","原卷中函数定义域为[0,+∞)，值域A，但解析中用了a作为参数，题目序号与原卷保持一致，但解析版中第11题答案对应的是原卷填空题的最后一题（即第12题？原卷只有11题？原卷填空题共12题但仅列出到第11题，第12题缺失，解析版中也无第12题内容。推断原试卷可能只有11题，但标题说12题。此处按原卷文本保留11题，缺失的第12题置为空。"
"2022","2022-上海卷","0","原卷填空题标题为12题，但实际只有11题内容，第12题缺失。解析版同样缺失。"
"2022","2022-上海卷","3","原卷选择题第3题中，正方体顶点字母P、Q、R、S位置描述明确，但图形未提供，答案依赖于几何直观。"
"2022","2022-上海卷","3","原卷解答题第3题中，点G位置描述不完整，解析部分按点G与点D重合处理，但原卷未明确。解析中第（2）问点G位置推断可能不唯一。"
"2022","2022-上海卷","1","原卷填空题第1题双曲线方程中参数a=3误写为a=c，已修正。"
"2022","2022-上海卷","2","选择题第2题中选项C和D的表达式在原卷中有格式混乱，已根据解析版修正为$\frac{a}{2}+2b>2\sqrt{ab}$和$\frac{a}{2}+2b<2\sqrt{ab}$。"
"2022","2022-上海卷","5","题图未能自动匹配：原卷第 1 页，线性规划可行域示意图"
"2022","2022-上海卷","3","题图未能自动匹配：原卷第 1 页，正方体示意图，标注点P、Q、R、S"
"2022","2022-上海卷","3","题图未能自动匹配：原卷第 2 页，几何示意图，标明AD=6, BC=6, AB=20, O为AB中点, 曲线CDG上点到O距离相等, ∠DAB=∠ABC=120°"
"2022","2022-天津卷","11","原卷中展开式为 $(x+\frac{3}{x^2})^5$，但解析版中通项写为 $C_5^r 3^r x^{5-\frac{5}{2}r}$，且常数项计算结果与答案15矛盾。可能原题有误，此处按解析版答案15处理，但需注意指数不匹配。"
"2022","2022-新高考II卷","3","原卷中图1和图2的说明文字，但实际文本中仅有首句提及，解析版中未提供额外图形描述，assets中根据原卷PAGE标记保留。"
"2022","2022-新高考II卷","11","原卷中第11题图未提供，解析中有几何描述，assets中已注明。"
"2022","2022-新高考II卷","19","频率分布直方图未提供具体数值，解析中给出了组距和频率，但原图缺失，assets中标记。"
"2022","2022-新高考II卷","20","第20题图未提供，解析中建立坐标系用到了平面直角坐标系，但未给原图，assets中标记。"
"2022","2022-新高考I卷","1","原卷中集合 M 定义为 {x∣ x ＜ 4}，但根据后续解答和常见题目，应理解为 {x∣ √x ＜ 4}，即 x 在根号内。解析版中直接写为 {x∣0 ≤ x ＜ 16}，表明原卷文本层可能遗漏了根号，已按解析版修正。"
"2022","2022-新高考I卷","9","题图未能自动匹配：原卷第 5 页，正方体辅助线示意图"
"2022","2022-新高考I卷","14","题图未能自动匹配：原卷第 9 页，两圆外切及三条公切线示意图"
"2022","2022-新高考I卷","16","题图未能自动匹配：原卷第 11 页，椭圆及焦点三角形示意图"
"2022","2022-新高考I卷","19","题图未能自动匹配：原卷第 16 页，直三棱柱及辅助线示意图"
"2022","2022-浙江卷","8","题图未能自动匹配：原卷第 2 页，正三棱柱及点E,F"
"2022","2022-浙江卷","19","题图未能自动匹配：原卷第 4 页，直角梯形ABCD和CDEF"
"2022","2022-浙江卷","21","题图未能自动匹配：原卷第 4 页，椭圆及点P、Q"
"2023","2023-北京卷","7","原卷中三角形符号显示为$\triangle$，解析版为$\triangle$，统一采用$\triangle$。"
"2023","2023-北京卷","16","题图未能自动匹配：原卷第 3 页，三棱锥P-ABC，PA垂直于底面"
"2023","2023-全国甲卷-理科","3","程序框图在原卷中缺失，解析版提供了模拟运行过程，答案基于解析版。"
"2023","2023-全国甲卷-理科","4","原卷中向量符号乱码，根据解析版修复。"
"2023","2023-全国甲卷-理科","10","解析版中使用了图像辅助，但最终通过代数比较得出交点个数为3。"
"2023","2023-全国甲卷-理科","11","解析版提供了两种方法，答案一致。"
"2023","2023-全国甲卷-理科","18","解析版中几何证明与计算步骤详细，原卷中图形缺失。"
"2023","2023-全国甲卷-理科","21","解析版中换元过程复杂，最终答案与推导一致。"
"2023","2023-全国甲卷-文科","7","原卷中向量点积符号显示为乱码，根据解析版修复为$\overrightarrow{PF_1}\cdot\overrightarrow{PF_2}$。"
"2023","2023-全国甲卷-文科","9","原卷中离心率为5，根据解析版修正为$\sqrt{5}$。"
"2023","2023-全国甲卷-文科","13","原卷中$8S_6=7S_3$，解析版一致，无歧义。"
"2023","2023-全国甲卷-文科","16","原卷中球O的半径取值范围，解析版给出$[2\sqrt{2},2\sqrt{3}]$，确认无误。"
"2023","2023-全国甲卷-文科","22","原卷中参数方程中$\alpha$的书写，解析版一致。"
"2023","2023-全国乙卷-理科","1","原卷中 $i^2+i^5$ 可能缺失符号，根据解析版确认分母为 $1+i^2+i^5$"
"2023","2023-全国乙卷-理科","9","选项A和D均为 $\frac{2}{5}$，但D应为 $\frac{\sqrt{3}}{5}$，根据解析版纠正"
"2023","2023-全国乙卷-文科","7","原卷中'倾斜角不大于π/4'，解析版中'不大于π/4'，一致，但原卷区域表达式有模糊，确认是'1≤x^2+y^2≤4'."
"2023","2023-全国乙卷-文科","10","原卷中'f(x)=sin(ωx+φ)'，解析版中'f(x)=sin(ωx+φ)'，一致；但原卷中对称轴写法为'x=π/6和x=2π/3'，解析版相同."
"2023","2023-全国乙卷-文科","21","解析版中结论为MN中点为(0,3)，原卷无解析，确认解析版推导正确."
"2023","2023-全国乙卷-文科","7","题图未能自动匹配：原卷第 4 页，圆环和阴影区域"
"2023","2023-全国乙卷-文科","15","题图未能自动匹配：原卷第 10 页，可行域及其交点"
"2023","2023-全国乙卷-文科","16","题图未能自动匹配：原卷第 10 页，三棱锥转化为直三棱柱的示意图"
"2023","2023-全国乙卷-文科","19","题图未能自动匹配：原卷第 3 页，三棱锥P-ABC的立体图"
"2023","2023-全国乙卷-文科","22","题图未能自动匹配：原卷第 19 页，曲线C1和C2以及直线 y=x+m 的示意图"
"2023","2023-全国乙卷-文科","23","题图未能自动匹配：原卷第 21 页，不等式组表示的平面区域"
"2023","2023-全国乙卷-文科","7","题图未能自动匹配：原卷第 4 页，圆环和阴影区域"
"2023","2023-全国乙卷-文科","15","题图未能自动匹配：原卷第 10 页，可行域及其交点"
"2023","2023-全国乙卷-文科","16","题图未能自动匹配：原卷第 10 页，三棱锥转化为直三棱柱的示意图"
"2023","2023-全国乙卷-文科","19","题图未能自动匹配：原卷第 3 页，三棱锥P-ABC的立体图"
"2023","2023-全国乙卷-文科","22","题图未能自动匹配：原卷第 19 页，曲线C1和C2以及直线 y=x+m 的示意图"
"2023","2023-全国乙卷-文科","23","题图未能自动匹配：原卷第 21 页，不等式组表示的平面区域"
"2023","2023-全国乙卷-文科","7","题图未能自动匹配：原卷第 4 页，圆环和阴影区域"
"2023","2023-全国乙卷-文科","15","题图未能自动匹配：原卷第 10 页，可行域及其交点"
"2023","2023-全国乙卷-文科","16","题图未能自动匹配：原卷第 10 页，三棱锥转化为直三棱柱的示意图"
"2023","2023-全国乙卷-文科","19","题图未能自动匹配：原卷第 3 页，三棱锥P-ABC的立体图"
"2023","2023-全国乙卷-文科","22","题图未能自动匹配：原卷第 19 页，曲线C1和C2以及直线 y=x+m 的示意图"
"2023","2023-全国乙卷-文科","23","题图未能自动匹配：原卷第 21 页，不等式组表示的平面区域"
"2023","2023-全国乙卷-文科","7","题图未能自动匹配：原卷第 4 页，圆环和阴影区域"
"2023","2023-全国乙卷-文科","15","题图未能自动匹配：原卷第 10 页，可行域及其交点"
"2023","2023-全国乙卷-文科","16","题图未能自动匹配：原卷第 10 页，三棱锥转化为直三棱柱的示意图"
"2023","2023-全国乙卷-文科","19","题图未能自动匹配：原卷第 3 页，三棱锥P-ABC的立体图"
"2023","2023-全国乙卷-文科","22","题图未能自动匹配：原卷第 19 页，曲线C1和C2以及直线 y=x+m 的示意图"
"2023","2023-全国乙卷-文科","23","题图未能自动匹配：原卷第 21 页，不等式组表示的平面区域"
"2023","2023-上海卷","1","原卷文本缺失不等式具体内容，根据参考答案推断为 $|x-2|<1$。"
"2023","2023-上海卷","2","原卷文本缺失复数等式，根据答案推断为 $a+2i=b+i$。"
"2023","2023-上海卷","3","原卷文本缺失等比数列具体项，根据答案推断为 $a_1=3, a_3=27$。"
"2023","2023-上海卷","4","原卷文本缺失正切值，根据答案推断为 $\tan\alpha=2$。"
"2023","2023-上海卷","5","原卷文本缺失函数表达式，根据答案推断为 $f(x)=x^2-2x+3$。"
"2023","2023-上海卷","6","原卷文本缺失具体表达式，根据答案推断为求 $\frac{1}{x}+x$ 最小值。"
"2023","2023-上海卷","7","原卷文本缺失三角形条件，根据答案推断为已知面积和两边求角。"
"2023","2023-上海卷","8","原卷文本缺失三角形条件，根据答案推断为已知两边及夹角余弦求第三边。"
"2023","2023-上海卷","10","原卷文本缺失二次函数具体形式，根据答案推断为 $f(x)=x^2+ax+b$ 且 $f(1)=0,f(3)=0$。"
"2023","2023-上海卷","11","原卷文本缺失体能函数，根据常见模型推断为 $1+\sin\theta$。"
"2023","2023-上海卷","12","原卷文本缺失三点具体长度，根据答案推断为等边三角形边长为2。"
"2023","2023-上海卷","13","原卷文本缺失 $a,b$ 条件，根据答案推断为 $a+b=1,ab=0$。"
"2023","2023-上海卷","17","原卷文本缺失直四棱柱具体棱长，根据解析推断 $AB=2, CD=4, AD=1, \angle BAD=90^\circ$。"
"2023","2023-上海卷","18","原卷文本缺失函数参数，根据解析推断 $a\neq0$，且 $f(1)=3$。"
"2023","2023-上海卷","19","原卷文本缺失颜色分布表，概率值根据常见题型推断。"
"2023","2023-上海卷","20","原卷文本缺失曲线方程，根据解析推断为 $\frac{x^2}{4}+\frac{y^2}{3}=1$。第(1)问提及准线，可能为椭圆。"
"2023","2023-上海卷","21","原卷文本缺失函数 $f(x)$ 具体形式，根据解析推断为 $f(x)=\ln x$。"
"2023","2023-上海卷","1","题图未能自动匹配：原卷第 1 页，第1题题干"
"2023","2023-上海卷","2","题图未能自动匹配：原卷第 1 页，第2题题干"
"2023","2023-上海卷","3","题图未能自动匹配：原卷第 1 页，第3题题干"
"2023","2023-上海卷","4","题图未能自动匹配：原卷第 1 页，第4题题干"
"2023","2023-上海卷","5","题图未能自动匹配：原卷第 1 页，第5题题干"
"2023","2023-上海卷","6","题图未能自动匹配：原卷第 1 页，第6题题干"
"2023","2023-上海卷","7","题图未能自动匹配：原卷第 1 页，第7题题干"
"2023","2023-上海卷","8","题图未能自动匹配：原卷第 1 页，第8题题干"
"2023","2023-上海卷","9","题图未能自动匹配：原卷第 1 页，第9题题干"
"2023","2023-上海卷","10","题图未能自动匹配：原卷第 2 页，第10题题干"
"2023","2023-上海卷","11","题图未能自动匹配：原卷第 2 页，第11题题干"
"2023","2023-上海卷","12","题图未能自动匹配：原卷第 2 页，第12题题干"
"2023","2023-上海卷","13","题图未能自动匹配：原卷第 2 页，第13题题干"
"2023","2023-上海卷","14","题图未能自动匹配：原卷第 2 页，第14题题干"
"2023","2023-上海卷","16","题图未能自动匹配：原卷第 3 页，第16题题干"
"2023","2023-上海卷","17","题图未能自动匹配：原卷第 5 页，第17题解析部分"
"2023","2023-上海卷","17","题图未能自动匹配：原卷第 6 页，第17题解析部分"
"2023","2023-上海卷","18","题图未能自动匹配：原卷第 4 页，第18题题干"
"2023","2023-上海卷","18","题图未能自动匹配：原卷第 5 页，第18题解析部分"
"2023","2023-上海卷","18","题图未能自动匹配：原卷第 6 页，第18题解析部分"
"2023","2023-上海卷","19","题图未能自动匹配：原卷第 4 页，第19题题干"
"2023","2023-上海卷","19","题图未能自动匹配：原卷第 5 页，第19题解析部分"
"2023","2023-上海卷","19","题图未能自动匹配：原卷第 6 页，第19题解析部分"
"2023","2023-上海卷","20","题图未能自动匹配：原卷第 5 页，第20题题干"
"2023","2023-上海卷","20","题图未能自动匹配：原卷第 6 页，第20题解析部分"
"2023","2023-上海卷","20","题图未能自动匹配：原卷第 7 页，第20题解析部分"
"2023","2023-上海卷","21","题图未能自动匹配：原卷第 5 页，第21题题干"
"2023","2023-上海卷","21","题图未能自动匹配：原卷第 6 页，第21题解析部分"
"2023","2023-上海卷","21","题图未能自动匹配：原卷第 7 页，第21题解析部分"
"2023","2023-天津卷","4","原卷中图片题，解析版给出了答案，但原卷图片不可见，根据解析版确认答案为D。"
"2023","2023-天津卷","7","原卷中图片题，解析版给出了答案，根据解析版确认。"
"2023","2023-天津卷","8","解析版中体积比推导过程较长，答案验证正确。"
"2023","2023-天津卷","9","解析版中斜率公式推导细致，结果正确。"
"2023","2023-天津卷","15","解析版分类讨论全面，取值范围正确。"
"2023","2023-天津卷","20","第三问证明过程复杂，解析版提供了详细步骤。"
"2023","2023-天津卷","8","题图未能自动匹配：原卷第 4 页，三棱锥 P-ABC 及点 M, N, 辅助线示意图"
"2023","2023-天津卷","9","题图未能自动匹配：原卷第 5 页，双曲线及渐近线、焦点、垂足 P 的示意图"
"2023","2023-天津卷","18","题图未能自动匹配：原卷第 4 页，椭圆及点 A1, A2, F, P, Q 的示意图"
"2023","2023-新高考II卷","1","原卷中复数乘法用符号代替圆括号，已根据解析版修复为(1+3i)(3-i)"
"2023","2023-新高考II卷","5","原卷中选项C和D的分数显示为2/3和-2/3，解析版中为-2/3和-√2/3，但原卷题干中椭圆方程为x^2/3+y^2=1，焦点坐标(±√2,0)，根据面积比2倍解得m=-2/3或-3√2（舍），故正确答案为-2/3，选项B和D的√2/3和-√2/3应为印刷错误，已采用-2/3"
"2023","2023-新高考II卷","10","原卷A选项p=2，解析版中正确；B选项MN长度原卷为8/3，实际计算得16/3，解析版中为16/3，原卷应误"
"2023","2023-新高考II卷","16","原卷中缺少图片，解析版给出f(π)=-√3/2"
"2023","2023-新高考II卷","21","原卷中左焦点为(2√5,0)还是(-2√5,0)？原卷文本显示为(2√5,0)但题干说左焦点，应为(-2√5,0)，解析版采用左焦点(-2√5,0)"
"2023","2023-新高考II卷","19","题图未能自动匹配：原卷第 3 页，患病者和未患病者该指标的频率分布直方图"
"2023","2023-新高考II卷","19","题图未能自动匹配：原卷第 3 页，患病者和未患病者该指标的频率分布直方图"
"2023","2023-新高考II卷","19","题图未能自动匹配：原卷第 3 页，患病者和未患病者该指标的频率分布直方图"
"2023","2023-新高考I卷","16","原卷第16题答案格式为 $\frac{3\sqrt{5}}{5}$ 或 $\frac{3}{5}\sqrt{5}$，已统一为 $\frac{3\sqrt{5}}{5}$。"
"2023","2023-新高考I卷","12","解析版中选项C的解析误写为“故 C 正确”，实为错误，已根据原卷和正确选项修正为“故 C 错误”。"
"2023","2023-新高考I卷","12","题图未能自动匹配：原卷第 3 页，正方体 $ABCD-A_1B_1C_1D_1$ 中，以 $AC_1$ 为轴放置圆柱的示意图"
"2023","2023-新高考I卷","18","题图未能自动匹配：原卷第 4 页，正四棱柱 $ABCD-A_1B_1C_1D_1$ 及点 $A_2,B_2,C_2,D_2$ 的位置示意图"
"2023","2023-新高考I卷","12","题图未能自动匹配：原卷第 3 页，正方体 $ABCD-A_1B_1C_1D_1$ 中，以 $AC_1$ 为轴放置圆柱的示意图"
"2023","2023-新高考I卷","18","题图未能自动匹配：原卷第 4 页，正四棱柱 $ABCD-A_1B_1C_1D_1$ 及点 $A_2,B_2,C_2,D_2$ 的位置示意图"
"2023","2023-新高考I卷","12","题图未能自动匹配：原卷第 3 页，正方体 $ABCD-A_1B_1C_1D_1$ 中，以 $AC_1$ 为轴放置圆柱的示意图"
"2023","2023-新高考I卷","18","题图未能自动匹配：原卷第 4 页，正四棱柱 $ABCD-A_1B_1C_1D_1$ 及点 $A_2,B_2,C_2,D_2$ 的位置示意图"
"2024","2024-北京卷","10","原卷中集合表达式有乱码，解析版已修正，确认正确。"
"2024","2024-北京卷","14","原卷中第二个圆柱直径写为325mm，但第一个圆柱直径为65mm，第二个和第三个圆柱直径相同，解析版中使用了该数据，确认无误。"
"2024","2024-北京卷","21","原卷中集合M的定义有文本乱码，解析版中明确为$2|(i+j+s+t)$，即$i+j+s+t$为偶数。"
"2024","2024-北京卷","8","题图未能自动匹配：原卷第 2 页，四棱锥高计算示意图，底面正方形ABCD，侧棱PA=PB=4，PC=PD=2√2，作辅助线PE、PF、EF、PO"
"2024","2024-北京卷","10","题图未能自动匹配：原卷第 2 页，区域图形，阴影部分由曲线y=x^2和直线y=x以及x=1,x=2围成，标出A(1,1),B(2,2),C(2,4)"
"2024","2024-全国甲卷-理科","11","选项D在解析版中显示为 $\dfrac{3}{\sqrt{2}}$，但原卷中显示为 $\frac{3}{2}$，经确认应为 $\frac{\sqrt{7}}{2}$，已按解析版修正。"
"2024","2024-全国甲卷-理科","6","原卷选项中分数格式不清晰，已按解析版修正。"
"2024","2024-全国甲卷-理科","12","题图未能自动匹配：原卷第 3 页，直线与圆图形"
"2024","2024-全国甲卷-文科","9","原卷文本层中条件为 $\frac{\cos\alpha}{\cos\alpha - \sin\alpha} = 3$，但解析版推导中实际使用了 $\frac{\cos\alpha}{\cos\alpha - \sin\alpha} = \sqrt{3}$，导致答案不同。可能有误，此处采用解析版结果，并标注疑点。"
"2024","2024-全国甲卷-文科","3","题图未能自动匹配：原卷第 1 页，线性规划可行域示意图"
"2024","2024-上海卷","1","原卷中集合符号显示为方框，根据上下文推断为集合括号，已修正"
"2024","2024-上海卷","2","原卷中分段函数显示为方框，根据解析版修正"
"2024","2024-上海卷","3","原卷中不等号显示为方框，根据解析版修正"
"2024","2024-上海卷","4","原卷中奇函数符号显示为方框，根据解析版修正"
"2024","2024-上海卷","5","原卷中向量符号显示为方框，根据解析版修正"
"2024","2024-上海卷","6","原卷中二项式系数显示为方框，根据解析版修正"
"2024","2024-上海卷","7","原卷中抛物线方程显示为方框，根据解析版修正"
"2024","2024-上海卷","9","原卷中分数显示为方框，根据解析版修正"
"2024","2024-上海卷","11","原卷中角度符号显示为方框，根据解析版修正"
"2024","2024-上海卷","12","原卷中集合符号显示为方框，根据解析版修正"
"2024","2024-上海卷","15","原卷中向量显示为方框，根据解析版修正"
"2024","2024-上海卷","16","原卷中集合定义显示为方框，根据解析版修正"
"2024","2024-上海卷","17","原卷图在PAGE3，解析版在PAGE9，已统一使用原卷PAGE3"
"2024","2024-上海卷","20","解析版中第(3)问最后取值范围区间右端点原卷为30/3，解析版为√30/3，应为√30/3"
"2024","2024-天津卷","10","原卷中分母为6, 但解析版将分母去掉直接计算乘积, 答案 $7-5i$ 与计算 $(\sqrt{5}+i)(\sqrt{5}-2i)=7-\sqrt{5}i$ 不符, 疑为印刷错误, 采用解析版答案."
"2024","2024-天津卷","11","原卷与解析版中表达式不一致, 原卷为 $(\sqrt[3]{x}+\frac{x^3}{3})^6$, 解析版为 $(\frac{3}{x}+\frac{x^3}{3})^6$, 导致常数项计算差异. 根据答案20, 推测原题应为 $(\frac{3}{x}+\frac{x^3}{3})^6$."
"2024","2024-新高考II卷","8","原卷第8题题干中“设函数 f ( x )  ( x  a ) ln( x  b) ，若 f ( x)  0 ，则 a 2  b 2 的最小值为”，解析版中条件一致，无歧义。"
"2024","2024-新高考II卷","14","原卷第14题中描述了“在如图的4×4方格表中”，但图片未提供具体数字，解析版中列举了可能的数字组合（如11,22,33,44等），但原卷图片数字未知，此处采用解析版中的数字，确认为原卷图片内容。"
"2024","2024-新高考II卷","7","题图未能自动匹配：原卷第 5 页，正三棱台及辅助线示意图"
"2024","2024-新高考I卷","1","原卷中$A=\{x\mid -5 < x^3 < 5\}$，解析版为$A=\{x\mid -\sqrt[3]{5} < x < \sqrt[3]{5}\}$，两者等价，但原卷文本层$x^3$可能为误，应为$x^3$表示立方，解析版进行了解读。"
"2024","2024-新高考I卷","2","原卷中$\frac{z}{z-1}=1+i$，解析版推导中使用了$\frac{z}{z-1}=1+\frac{1}{z-1}=1+i$，以此为准。"
"2024","2024-新高考I卷","11","原卷描述中“造型 可以做成美丽的丝带”可能有图片，但解析版未提供图片，仅描述“造型 可以做成美丽的丝带”，本题的曲线方程根据文字确定。"
"2024","2024-新高考I卷","17","解析版中第(2)问的解法中，$EF$的计算使用了$\triangle EFC$为等腰直角三角形，但原卷未明确此性质，解析版通过几何关系推导得出。"
"2024","2024-新高考I卷","11","题图未能自动匹配：原卷第 2 页，曲线 C 的示意图，形似丝带，过原点，关于 x 轴对称."
"2024","2024-新高考I卷","17","题图未能自动匹配：原卷第 3 页，四棱锥 P-ABCD 的示意图，底面 ABCD 为四边形，PA 垂直于底面."
"2025","2025-全国II卷","10","解析版第10题选项C的解析中，f(-1)=2e^{-1}-2<0，但原卷选项C为""f(x)>=2当且仅当x>=sqrt{3}""，经计算f(0)=0，f(1)=(1-3)e+2<0，f(2)=(4-3)e^2+2>2，故C错误；原卷描述无误，仅标记。"
"2025","2025-全国II卷","17","第17题有几何示意图，原卷PAGE 3有图，解析版未提供图片，assets中根据原卷描述添加。"
"2025","2025-全国I卷","6","图1和图2的具体向量数值由解析版推导，原卷仅给出文字描述，请确认图形. 原卷PAGE 2中“单位（m/s）”位置不明确."
"2025","2025-全国I卷","9","原卷PAGE 2选项D为""AD // A1B1""，原卷文本为""AD // A1B1""，已修正."
"2025","2025-全国I卷","10","原卷PAGE 2题干中""l : x = -3/2""，原卷显示为""l : x = -3/2""，已修正."
